parent_table                                                                                                                     parent_column                                                                                                                    ref_table                                                                                                                        ref_column                                                                                                                      
Рейс                                                                                                                             ID_Сюрвейер                                                                                                                      Контрагент                                                                                                                       ID                                                                                                                              
Рейс                                                                                                                             ID_ТипКонтейнера                                                                                                                 Тип_Контейнера                                                                                                                   ID                                                                                                                              
Рейс                                                                                                                             ID_ТипРейса                                                                                                                      Тип_Рейса                                                                                                                        ID                                                                                                                              
Рейс                                                                                                                             ID_Экспедитор_Назначения                                                                                                         Контрагент                                                                                                                       ID                                                                                                                              
Рейс                                                                                                                             ID_Экспедитор_Отправления                                                                                                        Контрагент                                                                                                                       ID                                                                                                                              
Рейс_Груз                                                                                                                        ID_Груз                                                                                                                          Контейнер                                                                                                                        ID                                                                                                                              
Рейс_Груз                                                                                                                        ID_Рейс                                                                                                                          Рейс                                                                                                                             ID                                                                                                                              
Рейс_Операции_Грузы                                                                                                              ID_Груз                                                                                                                          Контейнер                                                                                                                        ID                                                                                                                              
Рейс_Операции_Грузы                                                                                                              ID_ОперацияРейса                                                                                                                 Рейс_Операция                                                                                                                    ID                                                                                                                              
Рейс_Операция                                                                                                                    ID_Адрес                                                                                                                         Адрес                                                                                                                            ID                                                                                                                              
Рейс_Операция                                                                                                                    ID_МестоОбработки                                                                                                                Место_обработки_грузов                                                                                                           ID                                                                                                                              
Рейс_Операция                                                                                                                    ID_НасПункт                                                                                                                      НаселенныйПункт                                                                                                                  ID                                                                                                                              
Рейс_Операция                                                                                                                    ID_Операция                                                                                                                      Операция_Рейса                                                                                                                   ID                                                                                                                              
Рейс_Операция                                                                                                                    ID_Рейс                                                                                                                          Рейс                                                                                                                             ID                                                                                                                              
Релиз                                                                                                                            ID_Notify                                                                                                                        Контрагент                                                                                                                       ID                                                                                                                              
Релиз                                                                                                                            ID_АгентЛинии                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Релиз                                                                                                                            ID_Терминал                                                                                                                      Контрагент                                                                                                                       ID                                                                                                                              
Релиз                                                                                                                            ID_Экспедитор                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
СертификатVGM                                                                                                                    ID_Сертификат_грузоотправитель                                                                                                   Контрагент                                                                                                                       ID                                                                                                                              
Сообщения_Почты_Контакты                                                                                                         ID_Контакт_КА                                                                                                                    Контрагент_Средство_Связи                                                                                                        ID                                                                                                                              
СоставКонтейнера_Грузы                                                                                                           ID_Состав                                                                                                                        СоставКонтейнера                                                                                                                 ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_ASN                                                                                                                           Отгрузка                                                                                                                         ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Parent                                                                                                                        Контейнер                                                                                                                        ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_PO                                                                                                                            Потребность                                                                                                                      ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_ВидДоставки                                                                                                                   ВидДоставки                                                                                                                      ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_ГЕ                                                                                                                            ТранспортныеЕдиницы                                                                                                              ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Груз                                                                                                                          Контейнер                                                                                                                        ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_ДопТС                                                                                                                         Транспортное_Средство                                                                                                            ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Контрагент                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Линия                                                                                                                         Контрагент                                                                                                                       ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Место                                                                                                                         Место_обработки_грузов                                                                                                           ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Оборудование                                                                                                                  Оборудование                                                                                                                     ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Объект                                                                                                                        Объект                                                                                                                           ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Организация                                                                                                                   Контрагент                                                                                                                       ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Ответственный                                                                                                                 Персона                                                                                                                          ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Пользователь                                                                                                                  Персона                                                                                                                          ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Пункт                                                                                                                         НаселенныйПункт                                                                                                                  ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Состав                                                                                                                        СоставКонтейнера                                                                                                                 ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Статус                                                                                                                        Статус_перевозки_ТО                                                                                                              ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Страна                                                                                                                        Страна                                                                                                                           ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_ТипТЕ                                                                                                                         Тип_Контейнера                                                                                                                   ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_ТС                                                                                                                            Транспортное_Средство                                                                                                            ID                                                                                                                              
Статусы_Груза                                                                                                                    ID_Услуга                                                                                                                        Тип_номенклатурной_единицы                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Грузоотправитель                                                                                                              Контрагент                                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Грузополучатель                                                                                                               Контрагент                                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Контрагент                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Контрагент_Первичный                                                                                                          Контрагент                                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Плательщик                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Получатель                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Счет                                                                                                                             ID_Собственная_фирма                                                                                                             Контрагент                                                                                                                       ID                                                                                                                              
Счет_ЗаявкаНаОплату                                                                                                              ID_ЗаявкаНаОплату                                                                                                                ЗаявкаНаОплату                                                                                                                   ID                                                                                                                              
Счет_ЗаявкаНаОплату                                                                                                              ID_Счет                                                                                                                          Счет                                                                                                                             ID                                                                                                                              
Тариф_ЗаявкаНаПеревозку                                                                                                          ID_ЗаявкаНаПеревозку                                                                                                             ЗаявкаНаПеревозку                                                                                                                ID                                                                                                                              
Тариф_ЗаявкаНаПеревозку                                                                                                          ID_Тариф                                                                                                                         Тарифы                                                                                                                           ID                                                                                                                              
Тариф_Разнарядка                                                                                                                 ID_Разнарядка                                                                                                                    Запрос_План                                                                                                                      ID                                                                                                                              
Тариф_Разнарядка                                                                                                                 ID_Тариф                                                                                                                         Тарифы                                                                                                                           ID                                                                                                                              
Тарифы                                                                                                                           ID_Контрагент                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Тарифы                                                                                                                           ID_Получатель                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Тарифы                                                                                                                           ID_СвояФирма                                                                                                                     Контрагент                                                                                                                       ID                                                                                                                              
Тарифы                                                                                                                           ID_СудоходнаяЛиния                                                                                                               Контрагент                                                                                                                       ID                                                                                                                              
Тип_Контрагента                                                                                                                  ID_Группы                                                                                                                        Тип_Контрагента                                                                                                                  ID                                                                                                                              
Тип_Рейса                                                                                                                        ID_ТипДопТС                                                                                                                      Тип_ТС                                                                                                                           ID                                                                                                                              
Тип_Рейса                                                                                                                        ID_ТипТС                                                                                                                         Тип_ТС                                                                                                                           ID                                                                                                                              
Тип_Рейса                                                                                                                        ID_ТипТСД                                                                                                                        Тип_Документа                                                                                                                    ID                                                                                                                              
Товар                                                                                                                            ID_Изготовитель                                                                                                                  Контрагент                                                                                                                       ID                                                                                                                              
Транспортное_Средство                                                                                                            ID_Владелец                                                                                                                      Контрагент                                                                                                                       ID                                                                                                                              
Упаковочный_Лист                                                                                                                 ID_Поставщик                                                                                                                     Контрагент                                                                                                                       ID                                                                                                                              
Условие_Расчета                                                                                                                  ID_Клиент                                                                                                                        Контрагент                                                                                                                       ID                                                                                                                              
Условие_Расчета                                                                                                                  ID_КонтрагентОтКого                                                                                                              Контрагент                                                                                                                       ID                                                                                                                              
Условие_Расчета                                                                                                                  ID_ОкАгент                                                                                                                       Контрагент                                                                                                                       ID                                                                                                                              
Условие_Расчета                                                                                                                  ID_Перевозчик                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Условие_Расчета                                                                                                                  ID_Страховщик                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
Условие_Расчета                                                                                                                  ID_ФидАгент                                                                                                                      Контрагент                                                                                                                       ID                                                                                                                              
Центр_Учета_Денег                                                                                                                ID_СвояФирма                                                                                                                     Контрагент                                                                                                                       ID                                                                                                                              
ЭДО                                                                                                                              ID_Контрагент                                                                                                                    Контрагент                                                                                                                       ID                                                                                                                              
view_name                                                                                                                       
--------------------------------------------------------------------------------------------------------------------------------
portal_notifications_view                                                                                                       
portal_operations_en                                                                                                            
portal_operations_ru                                                                                                            
portal_view_Рейс_Грузы                                                                                                          
TableInformationSchemaGetFreightTableAdditionalFields                                                                           
view_ContForTransportation                                                                                                      
view_Custom_Integration_1C_CS                                                                                                   
view_Distr_PrintForm_AuthorizationForDriver                                                                                     
view_Panel_Журнал_Заказов_Услуги_Выставлено                                                                                     
view_Panel_Журнал_Заказов_Услуги_Расходы                                                                                        
view_portal_ЗаявкаНаОплату                                                                                                      
view_portal_ЗаявкаНаОплату_en                                                                                                   
view_Print_Form_ЗаявкаНаДосмотр                                                                                                 
view_Print_ЗаявкаПЛП                                                                                                            
view_PrintForm_ПоручЭкспедитору_ПП_Грузы                                                                                        
view_PrintForm_ПоручЭкспедитору_ПП_ПоГрузам                                                                                     
view_Race_Operations                                                                                                            
view_Report_Traceability_Разнарядка                                                                                             
view_TableInformationSchemaGetFreightTableUsersFields                                                                           
view_Груз_CMR                                                                                                                   
view_Груз_ГТД                                                                                                                   
view_Груз_ЗаявкаНаГруз                                                                                                          
view_Груз_Инвойс                                                                                                                
view_Груз_Контейнер                                                                                                             
view_Груз_Операции                                                                                                              
view_Груз_Последняя_Операция                                                                                                    
view_Груз_ПослОперация_Рейс_new                                                                                                 
